"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_ofiary_smiertelne_na_100_wypadkow_osoba"
"24305",3206000,"Powiat gryfiński",2011,13.6
"24306",3207000,"Powiat kamieński",2011,16.7
"24307",3208000,"Powiat kołobrzeski",2011,15.8
"24308",3209000,"Powiat koszaliński",2011,18.2
"24309",3210000,"Powiat myśliborski",2011,19.3
"24310",3211000,"Powiat policki",2011,13.5
"24311",3212000,"Powiat pyrzycki",2011,33.3
"24312",3213000,"Powiat sławieński",2011,25.5
"24313",3214000,"Powiat stargardzki",2011,25.9
"24314",3215000,"Powiat szczecinecki",2011,12.2
"24315",3216000,"Powiat świdwiński",2011,25
"24316",3217000,"Powiat wałecki",2011,14.1
"24317",3218000,"Powiat łobeski",2011,9.1
"24318",3261000,"Powiat m.Koszalin",2011,6.4
"24319",3262000,"Powiat m.Szczecin",2011,2
"24320",3263000,"Powiat m.Świnoujście",2011,5
"24321",201000,"Powiat bolesławiecki",2012,11.4
"24322",202000,"Powiat dzierżoniowski",2012,14
"24323",203000,"Powiat głogowski",2012,10.9
"24324",204000,"Powiat górowski",2012,10.5
"24325",205000,"Powiat jaworski",2012,3.4
"24326",206000,"Powiat jeleniogórski",2012,4.7
"24327",207000,"Powiat kamiennogórski",2012,25.7
"24328",208000,"Powiat kłodzki",2012,6.2
"24329",209000,"Powiat legnicki",2012,12.7
"24330",210000,"Powiat lubański",2012,4.5
"24331",211000,"Powiat lubiński",2012,7
"24332",212000,"Powiat lwówecki",2012,7.1
"24333",213000,"Powiat milicki",2012,9.4
"24334",214000,"Powiat oleśnicki",2012,10.5
"24335",215000,"Powiat oławski",2012,13.6
"24336",216000,"Powiat polkowicki",2012,23.7
"24337",217000,"Powiat strzeliński",2012,7.8
"24338",218000,"Powiat średzki",2012,26
"24339",219000,"Powiat świdnicki",2012,9.2
"24340",220000,"Powiat trzebnicki",2012,16.9
"24341",221000,"Powiat wałbrzyski",2012,3.4
"24342",222000,"Powiat wołowski",2012,9.5
"24343",223000,"Powiat wrocławski",2012,6.6
"24344",224000,"Powiat ząbkowicki",2012,18.6
"24345",225000,"Powiat zgorzelecki",2012,12.5
"24346",226000,"Powiat złotoryjski",2012,19.2
"24347",261000,"Powiat m.Jelenia Góra",2012,8.5
"24348",262000,"Powiat m.Legnica",2012,2.3
"24349",264000,"Powiat m.Wrocław",2012,3.1
"24350",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"24351",401000,"Powiat aleksandrowski",2012,23.1
"24352",402000,"Powiat brodnicki",2012,14.3
"24353",403000,"Powiat bydgoski",2012,16.4
"24354",404000,"Powiat chełmiński",2012,17.1
"24355",405000,"Powiat golubsko-dobrzyński",2012,25
"24356",406000,"Powiat grudziądzki",2012,18.2
"24357",407000,"Powiat inowrocławski",2012,25.5
"24358",408000,"Powiat lipnowski",2012,20
"24359",409000,"Powiat mogileński",2012,9.3
"24360",410000,"Powiat nakielski",2012,13.7
"24361",411000,"Powiat radziejowski",2012,58.3
"24362",412000,"Powiat rypiński",2012,13.6
"24363",413000,"Powiat sępoleński",2012,13.6
"24364",414000,"Powiat świecki",2012,16.7
"24365",415000,"Powiat toruński",2012,33
"24366",416000,"Powiat tucholski",2012,52
"24367",417000,"Powiat wąbrzeski",2012,15
"24368",418000,"Powiat włocławski",2012,36.5
"24369",419000,"Powiat żniński",2012,23.8
"24370",461000,"Powiat m.Bydgoszcz",2012,3.4
"24371",462000,"Powiat m.Grudziądz",2012,3.3
"24372",463000,"Powiat m.Toruń",2012,8.3
"24373",464000,"Powiat m.Włocławek",2012,10.9
"24374",601000,"Powiat bialski",2012,22.2
"24375",602000,"Powiat biłgorajski",2012,17.2
"24376",603000,"Powiat chełmski",2012,19.1
"24377",604000,"Powiat hrubieszowski",2012,5.1
"24378",605000,"Powiat janowski",2012,20.6
"24379",606000,"Powiat krasnostawski",2012,40
"24380",607000,"Powiat kraśnicki",2012,9.6
"24381",608000,"Powiat lubartowski",2012,18.5
"24382",609000,"Powiat lubelski",2012,16.4
"24383",610000,"Powiat łęczyński",2012,14.9
"24384",611000,"Powiat łukowski",2012,26.3
"24385",612000,"Powiat opolski",2012,30.8
"24386",613000,"Powiat parczewski",2012,18.5
"24387",614000,"Powiat puławski",2012,10
"24388",615000,"Powiat radzyński",2012,14.8
"24389",616000,"Powiat rycki",2012,16.9
"24390",617000,"Powiat świdnicki",2012,12.9
"24391",618000,"Powiat tomaszowski",2012,11.1
"24392",619000,"Powiat włodawski",2012,6.5
"24393",620000,"Powiat zamojski",2012,17.6
"24394",661000,"Powiat m.Biała Podlaska",2012,2.8
"24395",662000,"Powiat m.Chełm",2012,3.6
"24396",663000,"Powiat m.Lublin",2012,9.8
"24397",664000,"Powiat m.Zamość",2012,2.8
"24398",801000,"Powiat gorzowski",2012,13.3
"24399",802000,"Powiat krośnieński",2012,15
"24400",803000,"Powiat międzyrzecki",2012,10.8
"24401",804000,"Powiat nowosolski",2012,17
"24402",805000,"Powiat słubicki",2012,13.7
"24403",806000,"Powiat strzelecko-drezdenecki",2012,13.6
"24404",807000,"Powiat sulęciński",2012,6.1
"24405",808000,"Powiat świebodziński",2012,12.3
"24406",809000,"Powiat zielonogórski",2012,27.3
"24407",810000,"Powiat żagański",2012,7.7
"24408",811000,"Powiat żarski",2012,18.6
"24409",812000,"Powiat wschowski",2012,28.6
"24410",861000,"Powiat m.Gorzów Wielkopolski",2012,4.9
"24411",862000,"Powiat m.Zielona Góra",2012,1.3
"24412",1001000,"Powiat bełchatowski",2012,10.7
"24413",1002000,"Powiat kutnowski",2012,7.6
"24414",1003000,"Powiat łaski",2012,14.3
"24415",1004000,"Powiat łęczycki",2012,16.9
"24416",1005000,"Powiat łowicki",2012,17.4
"24417",1006000,"Powiat łódzki wschodni",2012,12.8
"24418",1007000,"Powiat opoczyński",2012,8
"24419",1008000,"Powiat pabianicki",2012,11.2
"24420",1009000,"Powiat pajęczański",2012,8.9
"24421",1010000,"Powiat piotrkowski",2012,14.8
"24422",1011000,"Powiat poddębicki",2012,13.1
"24423",1012000,"Powiat radomszczański",2012,6.8
"24424",1013000,"Powiat rawski",2012,7.3
"24425",1014000,"Powiat sieradzki",2012,17.6
"24426",1015000,"Powiat skierniewicki",2012,13.8
"24427",1016000,"Powiat tomaszowski",2012,13.5
"24428",1017000,"Powiat wieluński",2012,30
"24429",1018000,"Powiat wieruszowski",2012,4.8
"24430",1019000,"Powiat zduńskowolski",2012,18.1
"24431",1020000,"Powiat zgierski",2012,12.3
"24432",1021000,"Powiat brzeziński",2012,14
"24433",1061000,"Powiat m.Łódź",2012,2
"24434",1062000,"Powiat m.Piotrków Trybunalski",2012,6
"24435",1063000,"Powiat m.Skierniewice",2012,0
"24436",1201000,"Powiat bocheński",2012,4.5
"24437",1202000,"Powiat brzeski",2012,6.2
"24438",1203000,"Powiat chrzanowski",2012,6
"24439",1204000,"Powiat dąbrowski",2012,6.3
"24440",1205000,"Powiat gorlicki",2012,22.8
"24441",1206000,"Powiat krakowski",2012,10
"24442",1207000,"Powiat limanowski",2012,7.4
"24443",1208000,"Powiat miechowski",2012,12.5
"24444",1209000,"Powiat myślenicki",2012,5
"24445",1210000,"Powiat nowosądecki",2012,8.5
"24446",1211000,"Powiat nowotarski",2012,5.3
"24447",1212000,"Powiat olkuski",2012,13.4
"24448",1213000,"Powiat oświęcimski",2012,9
"24449",1214000,"Powiat proszowicki",2012,11.3
"24450",1215000,"Powiat suski",2012,17.4
"24451",1216000,"Powiat tarnowski",2012,15.6
"24452",1217000,"Powiat tatrzański",2012,8.5
"24453",1218000,"Powiat wadowicki",2012,11.6
"24454",1219000,"Powiat wielicki",2012,7.9
"24455",1261000,"Powiat m.Kraków",2012,2.3
"24456",1262000,"Powiat m.Nowy Sącz",2012,0.6
"24457",1263000,"Powiat m.Tarnów",2012,2.4
"24458",1401000,"Powiat białobrzeski",2012,16.7
"24459",1402000,"Powiat ciechanowski",2012,22
"24460",1403000,"Powiat garwoliński",2012,23.8
"24461",1404000,"Powiat gostyniński",2012,23.7
"24462",1405000,"Powiat grodziski",2012,4.9
"24463",1406000,"Powiat grójecki",2012,14.8
"24464",1407000,"Powiat kozienicki",2012,11.4
"24465",1408000,"Powiat legionowski",2012,7.9
"24466",1409000,"Powiat lipski",2012,27.5
"24467",1410000,"Powiat łosicki",2012,22.2
"24468",1411000,"Powiat makowski",2012,17.8
"24469",1412000,"Powiat miński",2012,11.9
"24470",1413000,"Powiat mławski",2012,22
"24471",1414000,"Powiat nowodworski",2012,14.9
"24472",1415000,"Powiat ostrołęcki",2012,19.5
"24473",1416000,"Powiat ostrowski",2012,22.2
"24474",1417000,"Powiat otwocki",2012,8.6
"24475",1418000,"Powiat piaseczyński",2012,13.5
"24476",1419000,"Powiat płocki",2012,13.6
"24477",1420000,"Powiat płoński",2012,29.9
"24478",1421000,"Powiat pruszkowski",2012,14
"24479",1422000,"Powiat przasnyski",2012,5.5
"24480",1423000,"Powiat przysuski",2012,4.5
"24481",1424000,"Powiat pułtuski",2012,12.5
"24482",1425000,"Powiat radomski",2012,17.8
"24483",1426000,"Powiat siedlecki",2012,29.2
"24484",1427000,"Powiat sierpecki",2012,15.6
"24485",1428000,"Powiat sochaczewski",2012,26.8
"24486",1429000,"Powiat sokołowski",2012,25
"24487",1430000,"Powiat szydłowiecki",2012,20.7
"24488",1432000,"Powiat warszawski zachodni",2012,10.6
"24489",1433000,"Powiat węgrowski",2012,15.5
"24490",1434000,"Powiat wołomiński",2012,19.7
"24491",1435000,"Powiat wyszkowski",2012,14.8
"24492",1436000,"Powiat zwoleński",2012,21.2
"24493",1437000,"Powiat żuromiński",2012,25
"24494",1438000,"Powiat żyrardowski",2012,16.3
"24495",1461000,"Powiat m.Ostrołęka",2012,0
"24496",1462000,"Powiat m.Płock",2012,1.9
"24497",1463000,"Powiat m.Radom",2012,7.5
"24498",1464000,"Powiat m.Siedlce",2012,3.1
"24499",1465000,"Powiat m. st. Warszawa",2012,6.1
"24500",1601000,"Powiat brzeski",2012,7.7
"24501",1602000,"Powiat głubczycki",2012,10.7
"24502",1603000,"Powiat kędzierzyńsko-kozielski",2012,20
"24503",1604000,"Powiat kluczborski",2012,14.7
"24504",1605000,"Powiat krapkowicki",2012,28.6
"24505",1606000,"Powiat namysłowski",2012,15.2
"24506",1607000,"Powiat nyski",2012,15.1
"24507",1608000,"Powiat oleski",2012,30
"24508",1609000,"Powiat opolski",2012,5.6
"24509",1610000,"Powiat prudnicki",2012,17.9
"24510",1611000,"Powiat strzelecki",2012,10.9
"24511",1661000,"Powiat m.Opole",2012,1.1
"24512",1801000,"Powiat bieszczadzki",2012,22.2
"24513",1802000,"Powiat brzozowski",2012,15.9
"24514",1803000,"Powiat dębicki",2012,7.2
"24515",1804000,"Powiat jarosławski",2012,17.3
"24516",1805000,"Powiat jasielski",2012,14.7
"24517",1806000,"Powiat kolbuszowski",2012,9.3
"24518",1807000,"Powiat krośnieński",2012,19.6
"24519",1808000,"Powiat leżajski",2012,27.8
"24520",1809000,"Powiat lubaczowski",2012,16.7
"24521",1810000,"Powiat łańcucki",2012,14.5
"24522",1811000,"Powiat mielecki",2012,12.7
"24523",1812000,"Powiat niżański",2012,8
"24524",1813000,"Powiat przemyski",2012,35.3
"24525",1814000,"Powiat przeworski",2012,13.1
"24526",1815000,"Powiat ropczycko-sędziszowski",2012,7.9
"24527",1816000,"Powiat rzeszowski",2012,11.2
"24528",1817000,"Powiat sanocki",2012,17.1
"24529",1818000,"Powiat stalowowolski",2012,14.7
"24530",1819000,"Powiat strzyżowski",2012,14.7
"24531",1820000,"Powiat tarnobrzeski",2012,11.9
"24532",1821000,"Powiat leski",2012,0
"24533",1861000,"Powiat m.Krosno",2012,3.6
"24534",1862000,"Powiat m.Przemyśl",2012,0
"24535",1863000,"Powiat m.Rzeszów",2012,2.6
"24536",1864000,"Powiat m.Tarnobrzeg",2012,5.9
"24537",2001000,"Powiat augustowski",2012,18.2
"24538",2002000,"Powiat białostocki",2012,14.3
"24539",2003000,"Powiat bielski",2012,31.1
"24540",2004000,"Powiat grajewski",2012,10.5
"24541",2005000,"Powiat hajnowski",2012,28.6
"24542",2006000,"Powiat kolneński",2012,20
"24543",2007000,"Powiat łomżyński",2012,37
"24544",2008000,"Powiat moniecki",2012,16.7
"24545",2009000,"Powiat sejneński",2012,38.5
"24546",2010000,"Powiat siemiatycki",2012,17.2
"24547",2011000,"Powiat sokólski",2012,24.2
"24548",2012000,"Powiat suwalski",2012,14.8
"24549",2013000,"Powiat wysokomazowiecki",2012,12.2
"24550",2014000,"Powiat zambrowski",2012,40.7
"24551",2061000,"Powiat m.Białystok",2012,5.5
"24552",2062000,"Powiat m.Łomża",2012,0
"24553",2063000,"Powiat m.Suwałki",2012,13.5
"24554",2201000,"Powiat bytowski",2012,4.8
"24555",2202000,"Powiat chojnicki",2012,4.9
"24556",2203000,"Powiat człuchowski",2012,32.6
"24557",2204000,"Powiat gdański",2012,7
"24558",2205000,"Powiat kartuski",2012,6.1
"24559",2206000,"Powiat kościerski",2012,7.9
"24560",2207000,"Powiat kwidzyński",2012,6.4
"24561",2208000,"Powiat lęborski",2012,16.2
"24562",2209000,"Powiat malborski",2012,8.6
"24563",2210000,"Powiat nowodworski",2012,23.3
"24564",2211000,"Powiat pucki",2012,7.3
"24565",2212000,"Powiat słupski",2012,5.1
"24566",2213000,"Powiat starogardzki",2012,6.9
"24567",2214000,"Powiat tczewski",2012,3.2
"24568",2215000,"Powiat wejherowski",2012,13.5
"24569",2216000,"Powiat sztumski",2012,16.1
"24570",2261000,"Powiat m.Gdańsk",2012,3
"24571",2262000,"Powiat m.Gdynia",2012,5.6
"24572",2263000,"Powiat m.Słupsk",2012,1
"24573",2264000,"Powiat m.Sopot",2012,7.3
"24574",2401000,"Powiat będziński",2012,21.4
"24575",2402000,"Powiat bielski",2012,12
"24576",2403000,"Powiat cieszyński",2012,12.2
"24577",2404000,"Powiat częstochowski",2012,8.5
"24578",2405000,"Powiat gliwicki",2012,10.9
"24579",2406000,"Powiat kłobucki",2012,16.7
"24580",2407000,"Powiat lubliniecki",2012,8.1
"24581",2408000,"Powiat mikołowski",2012,16.7
"24582",2409000,"Powiat myszkowski",2012,15.8
"24583",2410000,"Powiat pszczyński",2012,3.8
"24584",2411000,"Powiat raciborski",2012,13.8
"24585",2412000,"Powiat rybnicki",2012,4.5
"24586",2413000,"Powiat tarnogórski",2012,4.9
"24587",2414000,"Powiat bieruńsko-lędziński",2012,9.1
"24588",2415000,"Powiat wodzisławski",2012,4.9
"24589",2416000,"Powiat zawierciański",2012,10
"24590",2417000,"Powiat żywiecki",2012,6.5
"24591",2461000,"Powiat m.Bielsko-Biała",2012,7.9
"24592",2462000,"Powiat m.Bytom",2012,5.5
"24593",2463000,"Powiat m.Chorzów",2012,9.8
"24594",2464000,"Powiat m.Częstochowa",2012,3.4
"24595",2465000,"Powiat m.Dąbrowa Górnicza",2012,8
"24596",2466000,"Powiat m.Gliwice",2012,6.3
"24597",2467000,"Powiat m.Jastrzębie-Zdrój",2012,1
"24598",2468000,"Powiat m.Jaworzno",2012,7.3
"24599",2469000,"Powiat m.Katowice",2012,6.5
"24600",2470000,"Powiat m.Mysłowice",2012,7.4
"24601",2471000,"Powiat m.Piekary Śląskie",2012,3.1
"24602",2472000,"Powiat m.Ruda Śląska",2012,6.1
"24603",2473000,"Powiat m.Rybnik",2012,3.5
"24604",2474000,"Powiat m.Siemianowice Śląskie",2012,10
"24605",2475000,"Powiat m.Sosnowiec",2012,2.7
"24606",2476000,"Powiat m.Świętochłowice",2012,0
"24607",2477000,"Powiat m.Tychy",2012,3
"24608",2478000,"Powiat m.Zabrze",2012,3.1
"24609",2479000,"Powiat m.Żory",2012,13.2
"24610",2601000,"Powiat buski",2012,22.4
"24611",2602000,"Powiat jędrzejowski",2012,31.9
"24612",2603000,"Powiat kazimierski",2012,7.4
"24613",2604000,"Powiat kielecki",2012,6.3
"24614",2605000,"Powiat konecki",2012,16.4
"24615",2606000,"Powiat opatowski",2012,16.9
"24616",2607000,"Powiat ostrowiecki",2012,11.4
"24617",2608000,"Powiat pińczowski",2012,14.3
"24618",2609000,"Powiat sandomierski",2012,17.6
"24619",2610000,"Powiat skarżyski",2012,7.7
"24620",2611000,"Powiat starachowicki",2012,12.3
"24621",2612000,"Powiat staszowski",2012,10.5
"24622",2613000,"Powiat włoszczowski",2012,4.3
"24623",2661000,"Powiat m.Kielce",2012,1.4
"24624",2801000,"Powiat bartoszycki",2012,10.2
"24625",2802000,"Powiat braniewski",2012,3.4
"24626",2803000,"Powiat działdowski",2012,13.2
"24627",2804000,"Powiat elbląski",2012,8.9
"24628",2805000,"Powiat ełcki",2012,6.3
"24629",2806000,"Powiat giżycki",2012,12.5
"24630",2807000,"Powiat iławski",2012,4.1
"24631",2808000,"Powiat kętrzyński",2012,10.5
"24632",2809000,"Powiat lidzbarski",2012,7.7
"24633",2810000,"Powiat mrągowski",2012,14.1
"24634",2811000,"Powiat nidzicki",2012,34.4
"24635",2812000,"Powiat nowomiejski",2012,13.6
"24636",2813000,"Powiat olecki",2012,9.4
"24637",2814000,"Powiat olsztyński",2012,12.6
"24638",2815000,"Powiat ostródzki",2012,13.6
"24639",2816000,"Powiat piski",2012,5.6
"24640",2817000,"Powiat szczycieński",2012,11.1
"24641",2818000,"Powiat gołdapski",2012,16.7
"24642",2819000,"Powiat węgorzewski",2012,6.7
"24643",2861000,"Powiat m.Elbląg",2012,2.7
"24644",2862000,"Powiat m.Olsztyn",2012,2.5
"24645",3001000,"Powiat chodzieski",2012,8.3
"24646",3002000,"Powiat czarnkowsko-trzcianecki",2012,20
"24647",3003000,"Powiat gnieźnieński",2012,23
"24648",3004000,"Powiat gostyński",2012,20.7
"24649",3005000,"Powiat grodziski",2012,23.1
"24650",3006000,"Powiat jarociński",2012,18.4
"24651",3007000,"Powiat kaliski",2012,21.7
"24652",3008000,"Powiat kępiński",2012,21.2
"24653",3009000,"Powiat kolski",2012,9.5
"24654",3010000,"Powiat koniński",2012,14.6
"24655",3011000,"Powiat kościański",2012,2.9
"24656",3012000,"Powiat krotoszyński",2012,29.4
"24657",3013000,"Powiat leszczyński",2012,8.9
"24658",3014000,"Powiat międzychodzki",2012,27.6
"24659",3015000,"Powiat nowotomyski",2012,11.8
"24660",3016000,"Powiat obornicki",2012,20.8
"24661",3017000,"Powiat ostrowski",2012,13.2
"24662",3018000,"Powiat ostrzeszowski",2012,18.4
"24663",3019000,"Powiat pilski",2012,4.7
"24664",3020000,"Powiat pleszewski",2012,6
"24665",3021000,"Powiat poznański",2012,10.3
"24666",3022000,"Powiat rawicki",2012,8.4
"24667",3023000,"Powiat słupecki",2012,26.3
"24668",3024000,"Powiat szamotulski",2012,29.4
"24669",3025000,"Powiat średzki",2012,14.3
"24670",3026000,"Powiat śremski",2012,28.6
"24671",3027000,"Powiat turecki",2012,28.3
"24672",3028000,"Powiat wągrowiecki",2012,17.6
"24673",3029000,"Powiat wolsztyński",2012,2.9
"24674",3030000,"Powiat wrzesiński",2012,13.7
"24675",3031000,"Powiat złotowski",2012,18.6
"24676",3061000,"Powiat m.Kalisz",2012,6.8
"24677",3062000,"Powiat m.Konin",2012,9.6
"24678",3063000,"Powiat m.Leszno",2012,3.1
"24679",3064000,"Powiat m.Poznań",2012,5.6
"24680",3201000,"Powiat białogardzki",2012,25.8
"24681",3202000,"Powiat choszczeński",2012,6.3
"24682",3203000,"Powiat drawski",2012,20.5
"24683",3204000,"Powiat goleniowski",2012,12.5
"24684",3205000,"Powiat gryficki",2012,14.3
"24685",3206000,"Powiat gryfiński",2012,12.5
"24686",3207000,"Powiat kamieński",2012,12.5
"24687",3208000,"Powiat kołobrzeski",2012,7.1
"24688",3209000,"Powiat koszaliński",2012,24.4
"24689",3210000,"Powiat myśliborski",2012,12.5
"24690",3211000,"Powiat policki",2012,34.8
"24691",3212000,"Powiat pyrzycki",2012,27.3
"24692",3213000,"Powiat sławieński",2012,15.2
"24693",3214000,"Powiat stargardzki",2012,20.7
"24694",3215000,"Powiat szczecinecki",2012,7.1
"24695",3216000,"Powiat świdwiński",2012,8.7
"24696",3217000,"Powiat wałecki",2012,16
"24697",3218000,"Powiat łobeski",2012,23.8
"24698",3261000,"Powiat m.Koszalin",2012,13
"24699",3262000,"Powiat m.Szczecin",2012,1.7
"24700",3263000,"Powiat m.Świnoujście",2012,0
"24701",201000,"Powiat bolesławiecki",2013,16.4
"24702",202000,"Powiat dzierżoniowski",2013,7.8
"24703",203000,"Powiat głogowski",2013,6.2
"24704",204000,"Powiat górowski",2013,9.8
"24705",205000,"Powiat jaworski",2013,12.1
"24706",206000,"Powiat jeleniogórski",2013,2.9
"24707",207000,"Powiat kamiennogórski",2013,13.9
"24708",208000,"Powiat kłodzki",2013,10.4
"24709",209000,"Powiat legnicki",2013,7.9
"24710",210000,"Powiat lubański",2013,13.6
"24711",211000,"Powiat lubiński",2013,15.7
"24712",212000,"Powiat lwówecki",2013,17.9
"24713",213000,"Powiat milicki",2013,8.8
"24714",214000,"Powiat oleśnicki",2013,14.9
"24715",215000,"Powiat oławski",2013,9.3
"24716",216000,"Powiat polkowicki",2013,20.8
"24717",217000,"Powiat strzeliński",2013,10.3
"24718",218000,"Powiat średzki",2013,14.6
"24719",219000,"Powiat świdnicki",2013,7.5
"24720",220000,"Powiat trzebnicki",2013,19.2
"24721",221000,"Powiat wałbrzyski",2013,2.5
"24722",222000,"Powiat wołowski",2013,9.4
"24723",223000,"Powiat wrocławski",2013,12.3
"24724",224000,"Powiat ząbkowicki",2013,8.9
"24725",225000,"Powiat zgorzelecki",2013,17.1
"24726",226000,"Powiat złotoryjski",2013,10
"24727",261000,"Powiat m.Jelenia Góra",2013,20
"24728",262000,"Powiat m.Legnica",2013,5.3
"24729",264000,"Powiat m.Wrocław",2013,3.5
"24730",265000,"Powiat m.Wałbrzych od 2013",2013,2.5
"24731",401000,"Powiat aleksandrowski",2013,30.3
"24732",402000,"Powiat brodnicki",2013,29.2
"24733",403000,"Powiat bydgoski",2013,12.6
"24734",404000,"Powiat chełmiński",2013,5.6
"24735",405000,"Powiat golubsko-dobrzyński",2013,32.1
"24736",406000,"Powiat grudziądzki",2013,22.2
"24737",407000,"Powiat inowrocławski",2013,10
"24738",408000,"Powiat lipnowski",2013,25
"24739",409000,"Powiat mogileński",2013,16.7
"24740",410000,"Powiat nakielski",2013,21.1
"24741",411000,"Powiat radziejowski",2013,20
"24742",412000,"Powiat rypiński",2013,21.7
"24743",413000,"Powiat sępoleński",2013,11.1
"24744",414000,"Powiat świecki",2013,23.1
"24745",415000,"Powiat toruński",2013,21.7
"24746",416000,"Powiat tucholski",2013,21.4
"24747",417000,"Powiat wąbrzeski",2013,31.6
"24748",418000,"Powiat włocławski",2013,18.9
"24749",419000,"Powiat żniński",2013,21.9
"24750",461000,"Powiat m.Bydgoszcz",2013,5.1
"24751",462000,"Powiat m.Grudziądz",2013,2.9
"24752",463000,"Powiat m.Toruń",2013,12.2
"24753",464000,"Powiat m.Włocławek",2013,10
"24754",601000,"Powiat bialski",2013,22.6
"24755",602000,"Powiat biłgorajski",2013,14.5
"24756",603000,"Powiat chełmski",2013,43.3
"24757",604000,"Powiat hrubieszowski",2013,22.6
"24758",605000,"Powiat janowski",2013,22.4
"24759",606000,"Powiat krasnostawski",2013,5.4
"24760",607000,"Powiat kraśnicki",2013,14.6
"24761",608000,"Powiat lubartowski",2013,12.5
"24762",609000,"Powiat lubelski",2013,20.7
"24763",610000,"Powiat łęczyński",2013,12.2
"24764",611000,"Powiat łukowski",2013,31.9
"24765",612000,"Powiat opolski",2013,7.3
"24766",613000,"Powiat parczewski",2013,17.9
"24767",614000,"Powiat puławski",2013,25.3
"24768",615000,"Powiat radzyński",2013,15
"24769",616000,"Powiat rycki",2013,6.9
"24770",617000,"Powiat świdnicki",2013,14.7
"24771",618000,"Powiat tomaszowski",2013,12.7
"24772",619000,"Powiat włodawski",2013,29
"24773",620000,"Powiat zamojski",2013,23.6
"24774",661000,"Powiat m.Biała Podlaska",2013,3.3
"24775",662000,"Powiat m.Chełm",2013,19
"24776",663000,"Powiat m.Lublin",2013,5.2
"24777",664000,"Powiat m.Zamość",2013,10
"24778",801000,"Powiat gorzowski",2013,20.6
"24779",802000,"Powiat krośnieński",2013,16.1
"24780",803000,"Powiat międzyrzecki",2013,16.3
"24781",804000,"Powiat nowosolski",2013,15.9
"24782",805000,"Powiat słubicki",2013,22
"24783",806000,"Powiat strzelecko-drezdenecki",2013,6.3
"24784",807000,"Powiat sulęciński",2013,15.4
"24785",808000,"Powiat świebodziński",2013,12
"24786",809000,"Powiat zielonogórski",2013,12
"24787",810000,"Powiat żagański",2013,11.8
"24788",811000,"Powiat żarski",2013,9.7
"24789",812000,"Powiat wschowski",2013,13.6
"24790",861000,"Powiat m.Gorzów Wielkopolski",2013,8.9
"24791",862000,"Powiat m.Zielona Góra",2013,0
"24792",1001000,"Powiat bełchatowski",2013,9
"24793",1002000,"Powiat kutnowski",2013,4.2
"24794",1003000,"Powiat łaski",2013,11.6
"24795",1004000,"Powiat łęczycki",2013,22.4
"24796",1005000,"Powiat łowicki",2013,12.2
"24797",1006000,"Powiat łódzki wschodni",2013,8.2
"24798",1007000,"Powiat opoczyński",2013,12.4
"24799",1008000,"Powiat pabianicki",2013,5.6
"24800",1009000,"Powiat pajęczański",2013,17.1
"24801",1010000,"Powiat piotrkowski",2013,25
"24802",1011000,"Powiat poddębicki",2013,4.8
"24803",1012000,"Powiat radomszczański",2013,5.6
"24804",1013000,"Powiat rawski",2013,10
"24805",1014000,"Powiat sieradzki",2013,19.8
"24806",1015000,"Powiat skierniewicki",2013,18.5
"24807",1016000,"Powiat tomaszowski",2013,13
"24808",1017000,"Powiat wieluński",2013,24.4
"24809",1018000,"Powiat wieruszowski",2013,19.4
"24810",1019000,"Powiat zduńskowolski",2013,12.3
"24811",1020000,"Powiat zgierski",2013,9.6
"24812",1021000,"Powiat brzeziński",2013,11.1
"24813",1061000,"Powiat m.Łódź",2013,1.8
"24814",1062000,"Powiat m.Piotrków Trybunalski",2013,6.8
"24815",1063000,"Powiat m.Skierniewice",2013,4.3
"24816",1201000,"Powiat bocheński",2013,11.1
"24817",1202000,"Powiat brzeski",2013,8
"24818",1203000,"Powiat chrzanowski",2013,9.2
"24819",1204000,"Powiat dąbrowski",2013,5.7
"24820",1205000,"Powiat gorlicki",2013,4.3
"24821",1206000,"Powiat krakowski",2013,7.2
"24822",1207000,"Powiat limanowski",2013,6.7
"24823",1208000,"Powiat miechowski",2013,15.2
"24824",1209000,"Powiat myślenicki",2013,6.7
"24825",1210000,"Powiat nowosądecki",2013,9.4
"24826",1211000,"Powiat nowotarski",2013,7.5
"24827",1212000,"Powiat olkuski",2013,6
"24828",1213000,"Powiat oświęcimski",2013,7.1
"24829",1214000,"Powiat proszowicki",2013,12
"24830",1215000,"Powiat suski",2013,20
"24831",1216000,"Powiat tarnowski",2013,6.7
"24832",1217000,"Powiat tatrzański",2013,3.3
"24833",1218000,"Powiat wadowicki",2013,7.8
"24834",1219000,"Powiat wielicki",2013,13.3
"24835",1261000,"Powiat m.Kraków",2013,1.1
"24836",1262000,"Powiat m.Nowy Sącz",2013,3.8
"24837",1263000,"Powiat m.Tarnów",2013,1.7
"24838",1401000,"Powiat białobrzeski",2013,16.7
"24839",1402000,"Powiat ciechanowski",2013,37.9
"24840",1403000,"Powiat garwoliński",2013,12.3
"24841",1404000,"Powiat gostyniński",2013,21.9
"24842",1405000,"Powiat grodziski",2013,9.3
"24843",1406000,"Powiat grójecki",2013,14.7
"24844",1407000,"Powiat kozienicki",2013,12.2
